PMID,Abstract
24836415,No abstract available
23265744,No abstract available
28566614,"A 20-year-old man presented with bilateral ocular discharge and conjunctival injection. An ocular culture revealed Neisseria gonorrhoeae with decreased susceptibility to multiple drugs, including ceftriaxone. The patient was successfully treated with doxycycline (100 mg), which was administered orally, twice a day, for 7 days."
30838004,"The intimate relationship between humans and Neisseria gonorrhoeae infections span centuries, which is evidenced in case reports from studies dating back to the late 1700s and historical references that predate medical literature. N. gonorrhoeae is an exclusive human pathogen that infects the genital tract of both men and women as well as other mucosal surfaces including the oropharynx and rectum. In symptomatic infections, N. gonorrhoeae induces a robust inflammatory response at the site of infection. However, infections can also present asymptomatically complicating efforts to reduce transmission. N. gonorrhoeae infections have been effectively treated with antibiotics since their use was introduced in humans. Despite the existence of effective antibiotic treatments, N. gonorrhoeae remains one of the most common sexually transmitted pathogens and antibiotic resistant strains have arisen that limit treatment options. Development of a vaccine to prevent infection is considered a critical element of controlling this pathogen. The efforts to generate an effective gonococcal vaccine is limited by our poor understanding of the natural immunologic responses to infection. It is largely accepted that natural protective immunity to N. gonorrhoeae infections in humans does not occur or is very rare. Previous studies of the natural history of infection as well as some of the humoral and cellular immune responses to infection offer a window into the issues surrounding N. gonorrhoeae vaccine development. In this review, we summarize the current body of knowledge pertaining to human immune responses to gonococcal infections and the role of these responses in mediating protection from N. gonorrhoeae ."
33760080,"Background: The prevalence of azithromycin resistance in Neisseria gonorrhoeae is increasing in numerous populations worldwide. Objectives: To characterize the genetic pathways leading to high-level azithromycin resistance. Methods: A customized morbidostat was used to subject two N. gonorrhoeae reference strains (WHO-F and WHO-X) to dynamically sustained azithromycin pressure. We tracked stepwise evolution of resistance by whole genome sequencing. Results: Within 26 days, all cultures evolved high-level azithromycin resistance. Typically, the first step towards resistance was found in transitory mutations in genes rplD, rplV and rpmH (encoding the ribosomal proteins L4, L22 and L34 respectively), followed by mutations in the MtrCDE-encoded efflux pump and the 23S rRNA gene. Low- to high-level resistance was associated with mutations in the ribosomal proteins and MtrCDE efflux pump. However, high-level resistance was consistently associated with mutations in the 23S ribosomal RNA, mainly the well-known A2059G and C2611T mutations, but also at position A2058G. Conclusions: This study enabled us to track previously reported mutations and identify novel mutations in ribosomal proteins (L4, L22 and L34) that may play a role in the genesis of azithromycin resistance in N. gonorrhoeae."
24431187,No abstract available Keywords: CHLAMYDIA INFECTION; GONORRHOEA; PELVIC INFLAMMATORY DISEASE.
24578348,No abstract available
33526591,"Background: In a previous study of men attending Melbourne Sexual Health Centre who had Neisseria gonorrhoeae detected by urine Aptima Combo 2 (AC2) testing, 11% were asymptomatic. This study aimed to determine whether N. gonorrhoeae can be cultured from asymptomatic men screening positive for N. gonorrhoeae by nucleic acid amplification testing (NAAT) of urine. Methods: Between 1 July 2017 and 31 March 2019, all men attending Melbourne Sexual Health Centre were tested for N. gonorrhoeae by AC2 testing of urine whether urethral symptoms were reported or not. NAAT-positive men were recalled and a urethral swab performed for gonococcal culture using modified Thayer-Martin media with determination of minimum inhibitory concentrations (MICs) by agar dilution. Results: There were 1001 cases (860 individuals) positive for N. gonorrhoeae by urine AC2: 892 (89%) reported urethral symptoms; 109 (11%) did not. Twenty-five asymptomatic cases were excluded because of antibiotic use at or following screening. Of the remaining 84 asymptomatic men, 41 (49%) had a urethral swab performed a median of 5 days after screening. Twenty-one men had urethral discharge at the return visit, 11 of whom reported the discharge at the return visit. Of the 41 men who were swabbed, 31 (76%; 95% CI 60% to 88%) were culture positive for N. gonorrhoeae . Among the 21 men who subsequently developed discharge, 19 (90%; 95% CI 70% to 99%) were culture positive. Among the 20 men who remained asymptomatic, 12 (60%; 95% CI 36% to 81%) were culture positive. MIC profiles were obtained from all isolates. Conclusions: Gonorrhoea was isolated in most but not all asymptomatic men screening positive for N. gonorrhoeae by urine NAAT. Clinicians should consider performing urethral culture in such men to ensure optimal surveillance for antimicrobial resistance. Isolation of N. gonorrhoeae by culture in men without discharge indicates these are true infections with viable organisms."
28646898,"Background: The purpose of this study was to evaluate the prevalence of Chlamydia trachomatis, Neisseria gonorrhoeae, Mycoplasma genitalium and Ureaplasma urealyticum infections in infertile men that consulted our outpatient departments using a novel simultaneous amplification testing (SAT) that is RNA-detection based. The possible impact of C. trachomatis, N. gonorrhoeae, M. genitalium and U. urealyticum infections on semen parameters was also noted in the present study. Methods: A total of 2607 males that were diagnosed with infertility were included in this study. C. trachomatis, N. gonorrhoeae, M. genitalium and U. urealyticum infections were detected in the urine samples using SAT method. Related data, including semen parameters and age as well as C. trachomatis, N. gonorrhoeae, M. genitalium and U. urealyticum infections were collected and analyzed. Results: A total of 51 and 1418 urine samples were found positive for M. genitalium RNA and U. urealyticum RNA, respectively, while the prevalence of C. trachomatis and N. gonorrhoeae was relatively lower. Men with positive M. genitalium RNA and U. urealyticum RNA had higher sperm DNA fragmentation index (DFI) while the comparisons of other semen parameters yielded nonsignificant results between the RNA positive and negative group. A multivariate linear regression analysis revealed that U. urealyticum and M. genitalium infections posed significant factors of DFI (adjusted R 2 = 46.2%). Conclusions: Our study suggested a relative high prevalence of U. urealyticum and M. genitalium infection based on this novel SAT detection method. U. urealyticum and M. genitalium infection could possibly impair male fertility potential through promoting sperm DNA damage."
26031293,"Under conditions of low oxygen availability, Neisseria meningitidis and Neisseria gonorrhoeae are able to respire via a partial denitrification pathway in which nitrite is converted to nitrous oxide. In this process, nitrite reductase (AniA), a copper (Cu)-containing protein converts nitrite to NO, and this product is converted to nitrous oxide by nitric oxide reductase (NorB). NorB also confers protection against toxic NO, and so we devised a conditional lethal screen, using a norB mutant, to identify mutants that were resistant to nitrite-dependent killing. After random-deletion mutagenesis of N. meningitidis, this genetic screen identified a gene encoding a Cu chaperone that is essential for AniA function, AccA. Purified AccA binds one Cu (I) ion and also possesses a second binding site for Cu (II). This novel periplasmic Cu chaperone (AccA) appears to be essential for provision of Cu ions to AniA of pathogenic Neisseria to generate an active nitrite reductase. Apart from the Neisseria genus, AccA is distributed across a wide range of environmental Proteobacteria species."
28003355,No abstract available
27795343,"The BD Max CT/GC/TV (MAX) assay is a true multiplex assay for simultaneous detection of chlamydia (CT), gonorrhea (GC), and trichomonas (TV). We evaluated assay performance for women using endocervical and vaginal swabs as well as urine specimens. A total of 1,143 women were tested for CT, GC, and TV and, subsequently, another 847 (1,990 total women) for CT and GC only, with positivity rates for CT, GC, and TV of 7.1%, 2.3%, and 13.5%, respectively. In men, the performance for CT and GC was determined using only urine specimens. TV performance was not assessed in male urine samples. Among men, 181/830 (21.8%) and 108/840 (12.9%) chlamydia and gonorrhea infections, respectively, were identified. Comparator assays included BD ProbeTec Chlamydia trachomatis Q x (CTQ)/Neisseria gonorrhoeae Q x (GCQ), Hologic Aptima Combo 2 (AC2) and Aptima TV (ATV), trichomonas microscopy, and culture. MAX CT sensitivity was 99.3% (95% confidence interval [CI], 96.1% to 99.9%), 95.7% (90.8% to 98.0%), 91.5% (85.8% to 95.1%), and 96.1% (92.2% to 98.1%) for vaginal swabs, endocervical swabs, female urine samples, and male urine samples, respectively. MAX GC sensitivity was 95.5% (84.9% to 98.7%), 95.5% (84.9% to 98.7%), 95.7% (85.5% to 99.8%), and 99.1% (94.9% to 99.8%) in the same order. MAX TV sensitivity was 96.1% (91.7% to 98.2%) for vaginal swabs, 93.4% (88.3% to 96.4%) for endocervical swabs, and 92.9% (87.8% to 96.0%) for female urine samples. Specificity for all organisms across all sample types was ≥98.6%. Performance estimates for the MAX assays were consistent with estimates calculated for the comparator assays (all P values were >0.1). The availability of a CT/GC/TV multiplexed assay on a benchtop instrument with a broad menu has the potential to facilitate local sexually transmitted infection (STI) testing at smaller laboratories and may encourage expanded screening for these highly prevalent infections."
27196259,"Background: The 2015 Sexually Transmitted Diseases Treatment Guidelines from the Centers for Disease Control and Prevention recommend testing for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) using nucleic acid amplification tests, and prompt treatment of infected persons on site under direct observation. Faster time to results may enable treatment and management outcomes. Methods: Workflow parameters for processing 1, 10, 48, 96, and 192 tests were determined in the GeneXpert Infinity 80 (Cepheid) and Panther (Hologic) instruments. Results: In an Xpert CT/NG cartridge, the time to first results on the Infinity 80 was 1 hour 30 minutes for single or multiple tests and final results for 10, 48, 96, and 192 tests were available at 1 hour 37 minutes, 1 hour 54 minutes, 3 hour 17 minutes, and 5 hour 7 minutes, respectively. With the Aptima CT/GC assay on the Panther, the respective times were 3 hr 45 min for the first test result, and 3 hour 51 minutes, 4 hour 38 minutes, 5 hour 26 minutes, and 7 hour 4 minutes to final results. The Panther required more time for maintenance and consumed a greater variety of plastics and reagents but required less hands-on time when testing larger numbers of specimens. Conclusions: The Infinity 80 is a versatile instrument for continuous random access testing of small or large numbers of clinical specimens and may provide diagnostic results, in some settings, in time for treatment of CT and NG infections."
28345188,"Background: The relentless emergence and spread of strains of Neisseria gonorrhoeae that are resistant to many antimicrobial agents has led to frequent changes in treatment guidelines, with a consequent risk that prescribers may not be aware of current guidelines. Aim: To determine the proportion of patients with gonorrhoea who were treated with a regimen consistent with the New Zealand Sexual Health Society (NZSHS) guidelines. Methods: We audited the treatment given to adult patients with laboratory-proven gonorrhoea in Auckland, New Zealand, during the first 6 months of 2015. Results: Treatment compliant with the current NZSHS guidelines was administered in only 65% (458/706) episodes overall. Guideline-compliant treatment was much more likely to be prescribed for patients who presented to a sexual health clinic (89%) than for patients who presented to either a general practice or other community clinic (52%) or to a hospital (56%) (P < 0.0001). Overall, 52 of 706 (7%) episodes were not treated with any antimicrobial regimen by the service that diagnosed the patients' gonorrhoea, 13 of 62 (21%) episodes in patients who presented to a hospital, 34 of 403 (8%) episodes in patients who presented to a general practice or other community clinic and 5 of 241 (2%) episodes in patients who presented to a sexual health clinic (P < 0.0001). Conclusion: Low levels of compliance with treatment guidelines increase the risk that antibiotic-resistant strains of N. gonorrhoeae will spread within the Auckland region. Improved compliance with treatment guidelines, particularly in patients who present either to general practice or to hospitals, is necessary to maintain the efficacy of current treatment regimens."
30877674,"Neisseria meningitidis and Neisseria gonorrhoeae are obligate pathogens of the human host. Due to their adaptation to the human host, many factors required for infection are specialized for the human host to the point that natural infection processes are difficult to replicate in animal models. Immortalized human cell lines have been used to identify the host factors necessary for successful colonization of human mucosal surfaces. One such model is the Detroit 562 pharyngeal immortalized cell monolayer model which is used to measure the rate of attachment to and invasion of N. meningitidis and N. gonorrhoeae into epithelial cells. The methodology of this assay, as well as the maintenance of Detroit 562 cells necessary for the experiment, will be described."
31119615,"Treatment trials of antibiotics for Neisseria gonorrhoeae infections frequently enroll primarily men with urethritis, as the diagnosis of acute gonococcal infection in men with urethritis is easily made by Gram stain of the urethral exudate, followed by confirmatory culture or nucleic acid amplification tests (NAATs). Enrolling women in treatment trials is of great importance, but N. gonorrhoeae cervical infections cause nonspecific symptoms. This makes it difficult to conduct interventional trials, as large numbers of women with nonspecific symptoms need to be screened for infection. Gram stain of cervical secretions has a strikingly low sensitivity, and culture and/or NAAT results are not available at the time of screening. This necessitates recall and delayed treatment of infected women who may not return and who may spread the infection during the interval. In this chapter we present an algorithm, derived from a comparison of women who did, or did not, become infected during exposure, which identifies those women who are highly likely to be infected before culture and/or NAAT results are available. The algorithm provides an efficient way to conduct interventional trials in women without the problem of recall and delayed treatment."
32767178,"Supplementary nucleic acid amplification tests for Neisseria gonorrhoeae (NG) are widely used to circumvent specificity problems often associated with extragenital sites. This study was prompted by our observations and concerns from local sexual health physicians over increased discrepancies between Roche cobas 4800 CT/NG (c4800) and our in-house supplementary NG-PCR (NG-duplex) for oropharyngeal samples, when compared with Abbott RealTime CT/NG (m2000) performed prior. Here, we investigated these differences. Three banks of NG-positive samples were used. Bank 1 (n = 344) were screened using m2000. Banks 2 (n = 344) and 3 (n = 400) were screened using c4800. Remnant nucleic acids from all banks were tested using NG-duplex as part of routine testing. Bank 2 samples were further tested using m2000, some selectively tested using Cepheid Xpert CT/NG. Bank 3 samples were further tested using cobas CT/NG (cobas 6800 system). Confirmatory rates were significantly (p < 0.0001) higher for m2000 compared with c4800, with oropharyngeal samples the key difference. However, we also showed that our NG-duplex failed to confirm some true-positive NG samples. Using an expanded gold standard, confirmatory rates for m2000 and c4800 exceeded 90% for all anatomical sites with the exception of c4800 for oropharyngeal specimens at 78%. The observed discrepancies were due to a combination of c4800 producing false-positive results for oropharyngeal samples as well as sensitivity issues related to the NG-duplex assay. The data highlight the ongoing need for NG supplemental nucleic acid testing for oropharyngeal samples but also emphasise the need for careful selection of supplementary methods."
33758372,"In the course of screening for new antimicrobial compounds, a new antibiotic substance named saccharobipyrimicin was isolated from the leaf-litter actinomycete Saccharothrix sp. MM696L-181F4. The structure of saccharobipyrimicin was elucidated by various spectral methods, mainly single-crystal X-ray analysis and chemical degradation. It revealed that saccharobipyrimicin contained a 2,2'-bipyridine skeletal structure. Saccharobipyrimicin showed moderate and broad-spectrum antimicrobial activity. Two chemical derivatives of saccharobipyrimicin showed weaker antimicrobial activities than that of saccharobipyrimicin against most test microorganisms except two tolC mutants of Escherichia coli and Neisseria gonorrhoeae."
23234737,"Objective: to evaluate the toxic effect of an aqueous extract of Solanum torvum on microorganisms responsible for genitourinary infections as well as the adverse effects on sperm cells. Methods: it was determined the microbial toxicity of a freeze-dried aqueous extract (obtained from the leaves and stems of Solanum torvum), against wild strains of Escherichia coli, Neisseria gonorrhoeae and Candida albicans, using the test of poisoning in culture medium at concentrations of 50, 100 and 200 mg/mL. The response-was evaluated with the colony diameter (mm). Then, it was evaluated the toxicological potential on male reproductive system using the testing of morphology of the sperm head in NMRI mice. Results: the Solanum torvum had bacteriostatic antibacterial activity. There were not observed alterations in quantity and quality characteristics in semen with the oral and doses used of 500, 1000 and 2000 mg/kg of weight. Conclusions: the Solanum torvum described, inhibits the growth of bacteria and produces no disturbance on semen quality in the species studied."
31362987,"Resistance of Neisseria gonorrhoeae to extended-spectrum cephalosporins (ESCs) has become a major threat to human health. The primary mechanism by which N. gonorrhoeae becomes resistant to ESCs is by acquiring a mosaic penA allele, encoding penicillin-binding protein 2 (PBP2) variants containing up to 62 mutations compared with WT, of which a subset contribute to resistance. To interpret molecular mechanisms underpinning cephalosporin resistance, it is necessary to know how PBP2 is acylated by ESCs. Here, we report the crystal structures of the transpeptidase domain of WT PBP2 in complex with cefixime and ceftriaxone, along with structures of PBP2 in the apo form and with a phosphate ion bound in the active site at resolutions of 1-7-1.9 Å. These structures reveal that acylation of PBP2 by ESCs is accompanied by rotation of the Thr-498 side chain in the KTG motif to contact the cephalosporin carboxylate, twisting of the β3 strand to form the oxyanion hole, and rolling of the β3-β4 loop toward the active site. Recognition of the cephalosporin carboxylate appears to be the key trigger for formation of an acylation-competent state of PBP2. The structures also begin to explain the impact of mutations implicated in ESC resistance. In particular, a G545S mutation may hinder twisting of β3 because its side chain hydroxyl forms a hydrogen bond with Thr-498. Overall, our data suggest that acylation is initiated by conformational changes elicited or trapped by binding of ESCs and that these movements are restricted by mutations associated with resistance against ESCs."
35213551,"Background: Gonorrhea caused by Neisseria gonorrhoeae is the second most prevalent curable sexually transmitted infection worldwide. Female Sex Workers (FSWs) are at a higher risk of contracting gonorrhea due to their risky sexual behaviors like inconsistent condom use and multiple sexual partners. We determined the prevalence and risk factors associated with gonorrhea and its antimicrobial susceptibility pattern among symptomatic FSWs attending Sexual Workers Outreach Program (SWOP) city clinic in Nairobi, Kenya. Methods: Using convenience sampling, we recruited 379 female sex workers from SWOP City clinic in Nairobi County. We administered a semi-structured questionnaire to collect data on socio-demographics and behavioral risk factors associated with gonorrhea. We also conducted three focus groups. Two endocervical swabs were collected from each participant by the attending physician for the laboratory identification of Neisseria gonorrhoeae. An antimicrobial susceptibility test was performed using the disc diffusion method. Results: Twenty-four out of 379 (6.3%) participants tested positive for gonorrhea by PCR. The significant risk factors associated with gonorrhea were having multiple sexual partners in the previous two weeks, primary education, and being in the age group of 38-49 years (p < 0.05). From the qualitative data, sex work disclosure, and difficulty in engaging protected sex with their partner, and unprotected sex with their clients due to more money from the client, PREP, and alcohol use made the female sex workers vulnerable to gonorrhea exposure and or risky sexual behavior. The culture-positive sample result yielded complete (100%) resistance to all the antimicrobials used. Conclusion: Neisseria gonorrhoeae infection is prevalent among symptomatic FSWs in Nairobi. Multiple sexual partners, being in age group 38-49 years and having primary education were the factors associated with gonorrhea among the study participants. Based on our identification of a highly resistant isolate, we strongly recommend increasing capacity for culture-based diagnosis and susceptibility testing."
32402736,"A 37-year-old healthy man was admitted with fever, skin rash, migratory arthralgia, and headache without preceding urogenital symptoms. Sexual contact history and positive CSF culture for Neisseria gonorrhoeae using BacT/Alert blood culture bottles were diagnostic for gonococcal meningitis. Multilocus sequence typing of this isolate showed sequence type (ST) 7363, the most predominant ST among ceftriaxone-resistant strains. The isolate from this case remained susceptible to ceftriaxone although it was resistant to penicillin, tetracycline, and ciprofloxacin. With the high selective pressure of ceftriaxone for treatment of plasmid-mediated β-lactamase producing N. gonorrhoeae, resistance to ceftriaxone and molecular characteristics should be monitored."
29370373,No abstract available
