PMID,Abstract
36467729,"Filarial infections caused by nematodes are one of the major neglected tropical diseases with public health concern. Although there is significant decrease in microfilariae (mf) prevalence following mass drug administration (IVM/DEC/ALB administration), this is transient, in that there is reported microfilaria repopulation 6-12 months after treatment. Wolbachia bacteria have been recommended as a novel target presenting antibiotic-based treatment for filarial disease. Potency of antibiotics against filarial diseases is undoubtful, however, the duration for treatment remains a hurdle yet to be overcome in filarial disease treatment."
36478675,"Background: Ticks are the primary vectors of emerging and resurging pathogens of public health significance worldwide. Analyzing tick bacterial composition, diversity, and functionality across developmental stages and tissues is crucial for designing new strategies to control ticks and prevent tick-borne diseases. Materials and methods: Here, we explored the microbial communities across the developmental timeline and in different tissues of the Gulf-Coast ticks ( Amblyomma maculatum ). Using a high-throughput sequencing approach, the influence of blood meal and Rickettsia parkeri , a spotted fever group rickettsiae infection in driving changes in microbiome composition, diversity, and functionality was determined. Results: This study shows that the core microbiome of Am. maculatum comprises ten core bacterial genera. The genus Rickettsia, Francisella , and Candidatus_Midichloria are the key players, with positive interactions within each developmental stage and adult tick organ tested. Blood meal and Rickettsia parkeri led to an increase in the bacterial abundance in the tissues. According to functional analysis, the increase in bacterial numbers is positively correlated to highly abundant energy metabolism orthologs with blood meal. Correlation analysis identified an increase in OTUs identified as Candidatus Midichloria and a subsequent decrease in Francisella OTUs in Rickettsia parkeri infected tick stages and tissues. Results demonstrate the abundance of Rickettsia and Francisella predominate in the core microbiome of Am. maculatum , whereas Candidatus_Midichloria and Cutibacterium prevalence increase with R. parkeri-infection . Network analysis and functional annotation suggest that R. parkeri interacts positively with Candidatus_Midichloria and negatively with Francisella . Conclusion: We conclude that tick-transmitted pathogens, such as R. parkeri establishes infection by interacting with the core microbiome of the tick vector."
36530420,"Background: Wolbachia is gram-negative and common intracellular bacteria, which is maternally inherited endosymbionts and could expand their propagation in host populations by means of various manipulations. Recent reports reveal the natural infection of Wolbachia in Aedes Aegypti in Malaysia, India, Philippines, Thailand and the United States. At present, none of Wolbachia natural infection in Ae. aegypti has been reported in China. Methods: A total of 480 Ae. aegypti adult mosquitoes were collected from October and November 2018 based on the results of previous investigations and the distribution of Ae. aegypti in Yunnan. Each individual sample was processed and screened for the presence of Wolbachia by PCR with wsp primers. Phylogenetic trees for the wsp gene was constructed using the neighbour-joining method with 1,000 bootstrap replicates, and the p-distance distribution model of molecular evolution was applied. Results: 24 individual adult mosquito samples and 10 sample sites were positive for Wolbachia infection. The Wolbachia infection rate (IR) of each population ranged from 0 - 41.7%. The infection rate of group A alone was 0%-10%, the infection rate of group B alone was 0%-7.7%, and the infection rate of co-infection with A and B was 0-33.3%. Conclusions: Wolbachia infection in wild Ae. aegypti in China is the first report based on PCR amplification of the Wolbachia wsp gene. The Wolbachia infection is 5%, and the wAlbA and wAlbB strains were found to be prevalent in the natural population of Ae. aegypti in Yunnan Province."
34533100,"We develop two discrete models to study how supplemental releases affect the Wolbachia spreading dynamics in cage mosquito populations. The first model focuses on the case when only infected males are released at each generation. This release strategy has been proved to be capable of speeding up the Wolbachia persistence by suppressing the compatible matings between uninfected individuals. The second model targets the case when only infected females are released at each generation. For both models, detailed model formulation, enumeration of the positive equilibria and their stability analysis are provided. Theoretical results show that the two models can generate bistable dynamics when there are three positive equilibrium points, semi-stable dynamics for the case of two positive equilibrium points. And when the positive equilibrium point is unique, it is globally asymptotically stable. Some numerical simulations are offered to get helpful implications on the design of the release strategy."
35166193,"We investigate a mosquito population suppression model, which includes the release of Wolbachia -infected males causing incomplete cytoplasmic incompatibility (CI). The model consists of two sub-equations by considering the density-dependent birth rate of wild mosquitoes. By assuming the release waiting period T is larger than the sexual lifespan T ¯ of Wolbachia -infected males, we derive four thresholds: the CI intensity threshold s h ∗ , the release amount thresholds g ∗ and c ∗ , and the waiting period threshold T ∗ . From a biological view, we assume s h > s h ∗ throughout the paper. When g ∗ < c < c ∗ , we prove the origin E 0 is locally asymptotically stable iff T < T ∗ , and the model admits a unique T -periodic solution iff T ≥ T ∗ , which is globally asymptotically stable. When c ≥ c ∗ , we show the origin E 0 is globally asymptotically stable iff T ≤ T ∗ , and the model has a unique T -periodic solution iff T > T ∗ , which is globally asymptotically stable. Our theoretical results are confirmed by numerical simulations."
36475066,"Salmon poisoning disease (SPD) is caused by a rickettsial organism, Neorickettsia helminthoeca, that is carried by the trematode Nanophyetus salmincola, which encysts in freshwater fish, most commonly salmonids. We reported two dogs from the United States West Coast that had similar clinical signs, hematologic and biochemistry findings. They were both diagnosed with salmon poisoning disease. Lymph node cytology showed morula formation, suggestive of N. helminthoeca organisms in macrophages, while the parasitological fecal test found ova of N. salmincola . The dogs were treated early and showed complete remission of clinical signs within a few days. Lymph node cytology and fecal parasitology are quick and low-cost tests that can be performed whenever SPD is suspected. SPD should be considered as a differential diagnosis for a canine patient with clinical signs of vomiting, diarrhea, lethargy, and lymphadenomegaly; laboratory findings of thrombocytopenia and hypoalbuminemia; and potential exposure to raw fish from the West Coast of the US or Southern Brazil. The earlier the diagnosis and treatment, the greater the chance of survival."
36476750,"Tick-borne zoonotic diseases pose a threat to public health; hence, identifying the pathogenic agents associated with them is critical. The prevalence of Bartonella and Rickettsia in Iran is unknown. This study aimed to detect Rickettsia spp. and Bartonella species in ticks in northeast Iran and conduct phylogenetic analysis on these bacteria. Ticks from the sample bank in the Research Center for Emerging and Re-emerging Diseases were included in this study. The ticks were collected in 2017 and 2018 from domestic animals (sheep, goats, cows, camels, horses, dogs, and donkeys) and rodents in Golestan, Mazandaran, and Guilan provinces. Molecular methods were used to examine the DNA extracted from these samples to detect Rickettsia spp. and Bartonella species. The study examined a total of 3999 ticks. Ixodes ricinus (46.4%), Rhipicephalus turanicus (26.3%), and Rhipicephalus sanguineus (17.1%) were the most prevalent species. Among 638 DNA pools, real-time-PCR detected Rickettsia spp. in 161 (25.2%), mostly belonging to Rh. sanguineus (48.9%) and Rh. turanicus (41.9%). Golestan Province had the highest number of positive pools (29.7%). No positive samples for Bartonella were detected in a 638 pooled samples. Eight distinct Rickettsia species were detected in 65 sequenced samples, the majority of which were R. massiliae (n = 32, 49.2%) and R. sibirica (n = 20, 30.8%). Other species included R. rhipicephali (n = 3), R. aeschlimannii (n = 5), R. helvetica (n = 5), R. asiatica (n = 4), R. monacensis (n = 6), and R. raoultii (n = 1). The research findings may provide helpful information about tick-borne Rickettsiae in Iran and help to clarify the role of these arthropods in maintaining these agents. Rickettsia species were found to be circulating in three Northern provinces; thus, it is recommended that this disease be considered in the differential diagnosis of febrile diseases caused by tick bites and febrile diseases with skin rashes such as Crimean-Congo hemorrhagic fever (CCHF)."
36579340,"Ehrlichia chaffeensis , the causative agent of human monocytic ehrlichiosis (HME), is a Gram-negative obligatory intracellular bacterium, which infects and multiplies in human monocytes and macrophages. Host immune cells produce reactive oxygen species (ROS) to eliminate E. chaffeensis upon infection. E. chaffeensis global transcriptional regulator CtrA activates the expression of GshA and GshB to synthesize glutathione (GSH), the most potent natural antioxidant, upon oxidative stress to combat ROS damage. However, the mechanisms exploited by E. chaffeensis to utilize GSH are still unknown. Here, we found that in E. chaffeensis CtrA activated the expression of glutathione S-transferase (GST) upon oxidative stress, and E. chaffeensis GST utilizes GSH to eliminate ROS and confers the oxidative stress resistance to E. chaffeensis . We found that CtrA bound to the promoter regions of 211 genes, including gst , in E. chaffeensis using chromatin immunoprecipitation coupled to deep sequencing (ChIP-seq). Recombinant E. chaffeensis CtrA directly bound to the gst promoter region determined with electrophoretic mobility shift assay (EMSA), and activated the gst expression determined with reporter assay. Recombinant GST showed GSH conjugation activity towards its typical substrate 2,4-dinitrochlorobenzene (CDNB) in vitro and peptide nucleic acid (PNA) transfection of E. chaffeensis , which can knock down the gst transcription level, reduced bacterial survival upon oxidative stress. Our results demonstrate that E. chaffeensis CtrA regulates GSH utilization, which plays a critical role in resistance to oxidative stress, and aid in the development of new therapeutics for HME."
36512562,No abstract available
36512594,No abstract available
36520830,"Over the past 10 years, studies using high-throughput 16S rRNA gene sequencing have shown that mosquitoes harbor diverse bacterial communities in their digestive system. However, no previous research has examined the total bacteria community inside versus outside of mosquitoes and whether bacteria found on the outside could represent a potential health threat through mechanical transfer. We examined the bacterial community of the external surface and internal body of female Anopheles coluzzii adults collected from homes in Côte d'Ivoire, Africa, by Illumina sequencing of the V3 to V4 region of 16S rRNA gene. Anopheles coluzzii is in the Anopheles gambiae sensu lato (s.l.) species complex and important in the transmission of malaria. The total 16S rRNA reads were assigned to 34 phyla, 73 orders, 325 families, and 700 genera. At the genus level, the most abundant genera inside and outside combined were Bacillus, Staphylococcus, Enterobacter, Corynebacterium, Kocuria, Providencia, and Sphingomonas. Mosquitoes had a greater diversity of bacterial taxa internally compared to the outside. The internal bacterial communities were similar between homes, while the external body samples were significantly different between homes. The bacteria on the external body were associated with plants, human and animal skin, and human and animal infections. Internally, Rickettsia bellii and Rickettsia typhi were found, potentially of importance, since this genus is associated with human diseases. Based on these findings, further research is warranted to assess the potential mechanical transmission of bacteria by mosquitoes moving into homes and the importance of the internal mosquito microbiota in human health."
36618364,"Scrub typhus is a life-threatening zoonosis caused by the obligate intracellular bacterium Orientia tsutsugamushi ( Ot ) that is transmitted by the infected larvae of trombiculid mites. However, the mechanism by which Ot disseminates from the bite site to visceral organs remains unclear; host innate immunity against bacterial dissemination and replication during early infection is poorly understood. In this study, by using an intradermal infection mouse model and fluorescent probe-labeled Ot , we assessed the dynamic pattern of innate immune cell responses at the inoculation site. We found that neutrophils were the first responders to Ot infection and migrated into the skin for bacterial uptake. Ot infection greatly induced neutrophil activation, and Ot -neutrophil interaction remarkably promoted cell death both in vitro and in vivo . Depletion of neutrophils did not alter bacterial dissemination in mice, as evidenced by similar bacterial burdens in the skin and draining lymph nodes (dLN) at day 3, as well as in the lungs and brains at day 14, as compared to the control mice. Instead, dendritic cells (DCs) and macrophages played a role as a Trojan horse and transmitted Ot from the skin into dLN. Importantly, the absence of homing receptor CCR7 or neutralization of its ligand, CCL21, significantly impaired DC migration, resulting in reduced bacterial burdens in dLN. Taken together, our study sheds light on a CCR7/dendritic cell-mediated mechanism of early Ot dissemination and provides new insights into therapeutic and vaccine development strategies for scrub typhus."
36619760,"Tick-transmitted Ehrlichia chaffeensis , the causative agent for human monocytic ehrlichiosis, resides and multiplies within a host cell phagosome. Infection progression of E. chaffeensis includes internalization into a host cell by host cell membrane fusion events following engulfment leading to the formation of E. chaffeensis containing vacuole (ECV). Revealing the molecular composition of ECV is important in understanding the host cellular processes, evasion of host defense pathways and in defining host-pathogen interactions. ECVs purified from infected host cells were analyzed to define both host and bacterial proteomes associated with the phagosome membranes. About 160 bacterial proteins and 2,683 host proteins were identified in the ECV membranes. The host proteins included predominantly known phagosome proteins involved in phagocytic trafficking, fusion of vesicles, protein transport, Ras signaling pathway and pathogenic infection. Many highly expressed proteins were similar to the previously documented proteins of phagosome vacuole membranes containing other obligate pathogenic bacteria. The finding of many bacterial membrane proteins is novel; they included multiple outer membrane proteins, such as the p28-Omps, the 120 kDa protein, preprotein translocases, lipoproteins, metal binding proteins, and chaperonins, although the presence of ankyrin repeat proteins, several Type I and IV secretion system proteins is anticipated. This study demonstrates that ECV membrane is extensively modified by the pathogen. This study represents the first and the most comprehensive description of ECV membrane proteome. The identity of many host and Ehrlichia proteins in the ECV membrane will be a valuable to define pathogenic mechanisms critical for the replication of the pathogen within macrophages."
35048168,"Protist-bacteria associations are extremely common. Among them, those involving ciliates of the genus Euplotes are emerging as models for symbioses between prokaryotes and eukaryotes, and a great deal of information is available from cultured representatives of this system. Even so, as for most known microbial symbioses, data on natural populations is lacking, and their ecology remains largely unexplored; how well lab cultures represent actual diversity is untested. Here, we describe a survey on natural populations of Euplotes based on a single-cell microbiomic approach, focusing on taxa that include known endosymbionts of this ciliate. The results reveal an unexpected variability in symbiotic communities, with individual hosts of the same population harboring different sets of bacterial endosymbionts. Co-occurring Euplotes individuals of the same population can even have different essential symbionts, Polynucleobacter and ""Candidatus Protistobacter,"" which might suggest that replacement events could be more frequent in nature than previously hypothesized. Accessory symbionts are even more variable: some showed a strong affinity for one host species, some for a sampling site, and two (""Candidatus Cyrtobacter"" and ""Candidatus Anadelfobacter"") displayed an unusual pattern of competitive exclusion. These data represent the first insight into the prevalence and patterns of bacterial symbionts in natural populations of free-living protists."
35059821,"Microbial symbionts enable many phytophagous insects to specialize on plant-based diets through a range of metabolic services. Pollen comprises one-plant tissue consumed by such herbivores. While rich in lipids and proteins, its nutrient content is often imbalanced and difficult-to-access due to a digestibly recalcitrant cell wall. Pollen quality can be further degraded by harmful allelochemicals. To identify microbes that may aid in palynivory, we performed cDNA-based 16S rRNA metabarcoding on three related pollen beetles (Nitidulidae: Meligethinae) exhibiting different dietary breadths: Brassicogethes aeneus, B. matronalis, and Meligethes atratus. Nine bacterial symbionts (i.e., 97% OTUs) exhibited high metabolic activity during active feeding. Subsequent PCR surveys revealed varying prevalence of those from three Rickettsialles genera-Lariskella, Rickettsia, and Wolbachia-within beetle populations. Our findings lay the groundwork for future studies on the influence of phylogeny and diet on palynivorous insect microbiomes, and roles of symbionts in the use of challenging diets."
36683703,"Intracellular bacterial endosymbionts of arthropods are mainly transmitted vertically from mother to offspring, but phylogenetically distant insect hosts often harbor identical endosymbionts, indicating that horizontal transmission from one species to another occurs in nature. Here, we investigated the parasitoid Encarsia formosa -mediated horizontal transmission of the endosymbiont Rickettsia between different populations of whitefly Bemisia tabaci MEAM1. Rickettsia was successfully transmitted from the positive MEAM1 nymphs ( R + ) into E. formosa and retained at least for 48 h in E. formosa adults. Fluorescence in situ hybridization (FISH) visualization results revealed that the ovipositors, mouthparts, and digestive tract of parasitoid adults get contaminated with Rickettsia . Random non-lethal probing of Rickettisia- negative ( R - ) MEAM1 nymphs by these Rickettsia- carrying E. formosa resulted in newly infected MEAM1 nymphs, and the vertical transmission of Rickettsia within the recipient females can remain at least up to F3 generation. Further phylogenetic analyses revealed that Rickettsia had high fidelity during the horizontal transmission in whiteflies and parasitoids. Our findings may help to explain why Rickettsia bacteria are so abundant in arthropods and suggest that, in some insect species that shared the same parasitoids, Rickettsia may be maintained in populations by horizontal transmission."
36704557,"Artificial tick feeding systems (ATFS) can be used to study tick biology and tick-pathogen interactions. Due to the long feeding duration of hard ticks, antibiotics are commonly added to the in vitro blood meal to prevent the blood from decaying. This may affect the ticks' microbiome, including mutualistic bacteria that play an important role in tick biology. This effect was examined by the consecutive feeding of Ixodes ricinus larvae, nymphs, and adults in vitro with and without the supplementation of gentamicin and in parallel on calves. DNA extracted from unfed females was analyzed by 16S rRNA sequencing. The abundance of Candidatus Midichloria mitochondrii , Rickettsia helvetica and Spiroplasma spp. was measured by qPCR in unfed larvae, nymphs, and adults. Larvae and nymphs fed on calves performed significantly better compared to both in vitro groups. Adults fed on blood supplemented with gentamicin and B vitamins had a higher detachment proportion and weight compared to the group fed with B vitamins but without gentamicin. The detachment proportion and weights of females did not differ significantly between ticks fed on calves and in vitro with gentamicin, but the fecundity was significantly higher in ticks fed on calves. 16S rRNA sequencing showed a higher microbiome species richness in ticks fed on calves compared to ticks fed in vitro . A shift in microbiome composition, with Ca . Midichloria mitochondrii as dominant species in females fed as juveniles on calves and R . helvetica as the most abundant species in females previously fed in vitro was observed. Females fed in vitro without gentamicin showed significant lower loads of Ca . M. mitochondrii compared to females fed in vitro with gentamicin and ticks fed on calves. Spiroplasma spp. were exclusively detected in female ticks fed on cattle by qPCR, but 16S rRNA sequencing results also showed a low abundance in in vitro females exposed to gentamicin. In conclusion, the employed feeding method and gentamicin supplementation affected the ticks' microbiome composition and fecundity. Since these changes may have an impact on tick biology and vector competence, they should be taken into account in studies employing ATFS."
36714306,"The sweet potato whitefly, Bemisia tabaci (Gennadius), is one of the several species complexes of whitefly that are currently significant agricultural pests. Bemisia tabaci infests more than 600 plant species and thrives under a wide range of temperature conditions. In addition to the direct damage caused by sucking plant sap, it vectors several plant viruses. Heat-shock proteins play a pivotal role in enabling the insect to extend its geographical location, survival, and reproduction under different stress conditions. B. tabaci harbours several endosymbionts under the genera Portiera , Rickettsia , Hamiltonella , Wolbachia , Arsenophonus , Cardinium , and Fritschea that directly or indirectly affect its fitness. By accelerating cuticle biosynthesis and sclerotisation, symbiotic microbes can reduce or enhance tolerance to extreme temperatures and detoxify heavy metals. Thus, symbionts or microbial communities can expand or constrain the abiotic niche space of their host and affect its ability to adapt to changing conditions. The present study delineates the effect of thermal stress on the expression of heat-shock genes and endosymbionts in B. tabaci . Studies of the expression level of heat-shock proteins with the help of quantitative real-time polymerase chain reaction (qRT-PCR) showed that heat- and cold-shock treatment fuels the increased expression of heat-shock proteins (Hsp40 and Hsp70). However, Hsp90 was not induced by a heat- and cold-shock treatment. A significant decrease in the relative titre of secondary endosymbionts, such as Rickettsia , Arsenophonus , and Wolbachia , were recorded in B. tabaci upon heat treatment. However, the titre of the primary symbiont, C . Portiera , was relatively unaffected by both cold and heat treatments. These results are indicative of the fact that Hsp genes and endosymbionts in B. tabaci are modulated in response to thermal stress, and this might be responsible for the adaptation of whitefly under changing climatic scenario."
