PMID,Abstract
26117444,"Few data are available about the presence and distribution of Anaplasma species in cattle in North African countries. In this study prevalence, co-infections, risk factors and genetic diversity of Anaplasma species were evaluated in bovines from Northern Tunisia. A total of 232 cattle from 36 randomly selected farms in three Tunisian localities were investigated for the presence of Anaplasma species in blood by Real-time PCR and/or nested PCR. Overall infection rates of Anaplasma spp., Anaplasma marginale, Anaplasma centrale and Anaplasma bovis were 34.9%, 25.4%, 15.1%, and 3.9%, respectively. Anaplasma phagocytophilum was not detected in cattle. The most common co-infection pattern was an association of A. marginale and A. centrale (11.2%). Five cattle (2.1%) all reared in the sub-humid bioclimatic area, were co-infected by the three Anaplasma species. Molecular prevalence of Anaplasma infection varied significantly according to locality, bioclimatic area, tick infestation and type of breeding. Animals of the Holstein breed were less infected by A. marginale and A. centrale than other breeds. Genetic analysis of A. marginale msp4 gene indicated a high sequence diversity of Tunisian strains, suggesting a multiple introduction of infected cattle from different origins. Phylogenetic studies based on the 16S rRNA gene showed that the most prevalent A. centrale strains were closely related to the A. centrale vaccine strain. Moreover, all A. bovis variants clustered with other A. bovis sequences obtained from domestic and wild ruminant strains. This is the first molecular investigation on Anaplasma species in Tunisian cattle providing pivotal background for designing epidemiological studies and to develop control strategies in the country."
26152408,"Tick-borne diseases (TBD) in dogs have gained in significance in German and Austrian veterinary practices. The widespread European tick species Ixodes ricinus represents an important vector for spirochaetes of the Borrelia burgdorferi sensu lato group and Rickettsiales such as Anaplasma phagocytophilum. The meadow or ornate dog tick (Dermacentor reticulatus) is an important vector for Babesia canis, as is the brown dog tick (Rhipicephalus sanguineus) for Babesia vogeli in the Mediterranean region. The present work covers pathogen transmission by tick vectors, including the mechanisms and the minimum intervals required, in conjunction with possible non-vector-borne transmission routes. It also addresses the incubation periods, pathogenicity and clinical findings associated with each pathogen and genospecies and presents case examples. Current data on prevalence, annual fluctuations and distribution in various pre-selected dog populations (symptomatic versus asymptomatic) in both countries are depicted in maps. Reasons for changes in prevalence (especially of Borrelia) are discussed. Criteria and algorithms for clinical diagnosis and monitoring in dogs, including case history, direct detection (blood smears, molecular detection by species-specific PCR and sequencing) and indirect methods (whole-cell and peptide-based antibody tests), are presented, together with laboratory abnormalities (haematology, clinical chemistry, urine). The role of anti-C6 antibody concentration (ACAC) and its correlation with proteinuria and Lyme nephritis are assessed on the basis of new data. Consideration is also given to the importance of blood smears, PCR and serology in the case of anaplasmosis and babesiosis, and the diagnostic value of combining these methods. The relevance of molecular differentiation of Anaplasma species (A. phagocytophilum versus A. platys) and Babesia spp. (large versus small forms) in cases of serological cross-reaction is emphasized. A summary is given of methods for prophylaxis using acaricide products (collars, spot-on solutions and oral treatments in both countries), vaccination (Borrelia and Babesia vaccines) and imidocarb-based chemoprophylaxis for large Babesia."
26152413,"Canine vector-borne diseases (CVBDs) have increasingly become a focus of interest in recent years. Some of the CVBDs are zoonotic and may therefore also represent a risk for the human population. Different factors are in discussion to explain the expansion of vectors and pathogens into formerly unaffected areas. Knowledge of the prevalence and distribution of CVBDs in Bulgaria is scant overall and most data rely on single case descriptions. The aim of the present study was to determine the seroprevalence of important CVBDs in 167 dogs from central-southern Bulgaria (Stara Zagora), with special emphasis on hitherto uninvestigated babesiosis and angiostrongylosis, on poorly investigated Lyme borreliosis and canine granulocytic anaplasmosis, and on the potentially zoonotic dirofilariosis and leishmaniosis. Relatively high prevalence rates were documented for anti-Babesia canis antibodies, Dirofilaria immitis antigen (16.2 %; 27/167 each), anti-Ehrlichia canis (21 %; 35/167) and anti-Anaplasma phagocytophilum antibodies (30.5 - 46.1 %; 51 - 77/167), while Borrelia burgdorferi seroprevalence was low (2.4 %; 4/167). All samples were negative for Leishmania infantum antibodies and Angiostrongylus vasorum antigen and antibodies. In total, 64.7 % (108/167) of the samples indicated infection or exposure to at least one agent and a high proportion of dual infections (39.8 %; 43/108) was demonstrated. Multiple infections with up to four different organisms were also detected. Our data underline the importance of CVBDs and especially of co-infections which could influence the clinical outcome in dogs."
26190452,"Rickettsia spp. are the causative agents of a number of diseases in humans. These bacteria are transmitted by arthropods, including ixodid ticks. DNA of several Rickettsia spp. was identified in Ixodes persulcatus ticks, however, the association of Ixodes trianguliceps ticks with Rickettsia spp. is unknown. In our study, blood samples of small mammals (n=108), unfed adult I. persulcatus ticks (n=136), and I. persulcatus (n=12) and I. trianguliceps (n=34) ticks feeding on voles were collected in two I. persulcatus/I. trianguliceps sympatric areas in Western Siberia. Using nested PCR, ticks and blood samples were studied for the presence of Rickettsia spp. Three distinct Rickettsia species were found in ticks, but no Rickettsia species were found in the blood of examined voles. Candidatus Rickettsia tarasevichiae DNA was detected in 89.7% of unfed I. persulcatus, 91.7% of engorged I. persulcatus and 14.7% of I. trianguliceps ticks. Rickettsia helvetica DNA was detected in 5.9% of I. trianguliceps ticks. In addition, a new Rickettsia genetic variant was found in 32.4% of I. trianguliceps ticks. Sequence analysis of the 16S rRNA, gltA, ompA, оmpB and sca4 genes was performed and, in accordance with genetic criteria, a new Rickettsia genetic variant was classified as a new Candidatus Rickettsia species. We propose to name this species Candidatus Rickettsia uralica, according to the territory where this species was initially identified. Candidatus Rickettsia uralica was found to belong to the spotted fever group. The data obtained in this study leads us to propose that Candidatus Rickettsia uralica is associated with I. trianguliceps ticks."
26196587,No abstract available Keywords: 16S rRNA; 17kDa antigen; Bangladesh; Rickettsia felis; bacteria; febrile illness; gltA; ompA; ompB; rickettsia.
26231851,"Background: A TaqMan real-time PCR assay targeting the Anaplasma citrate synthase gene, gltA, was developed and used for detection of Anaplasma phagocytophilum in 765 Ixodes ricinus ticks collected from dogs and cats in northern Norway (n = 669) and Telemark county in southern Norway (n = 96). Results: Among the ticks from northern Norway the prevalence of A. phagocytophilum was 3.0 %, while the prevalence in southern Norway was 2.1 % (p = 0.63). The gltA PCR assay showed a high analytical sensitivity (30 genomic units) and efficiency (98.5 %), and its utility in clinical diagnostics should be evaluated in future studies. Conclusion: This is the first report of A. phagocytophilum occurrence in ticks collected north of the Arctic Circle in Norway. The prevalence is comparable to that found in Telemark county in southern Norway."
26354218,"Background & objectives: Wolbachia-based vector control strategies have been proposed as a mean to augment the existing measures for controlling dengue vector. Prior to utilizing Wolbachia in novel vector control strategies, it is crucial to understand the Wolbachia-mosquito interactions. Many studies have only focused on the prevalence of Wolbachia in female Aedes albopictus with lack of attention on Wolbachia infection on the male Ae. albopictus which also affects the effective expression of Wolbachia induced- cytoplasmic incompatibility (CI). In this study, field surveys were conducted to screen for the infection status of Wolbachia in female and male Ae. albopictus from various habitats including housing areas, islands and seashore. Methods: Adult Ae. albopictus (n=104) were collected using human landing catches and hand aspirator. Standard ovitraps were also set in the selected areas for five days and the larvae were identified to species level. All the collected Ae. albopictus were screened for the presence of Wolbachia using multiplex polymerase chain reaction (PCR) and gene sequencing of Wolbachia surface protein (wsp) gene. Results: A 100 per cent positivity of Wolbachia infection was observed for individual Ae. albopictus screened. For pooled mosquitoes, 73 of the 76 pools (female) and 83 of the 87 pools (male) were positive with Wolbachia infection. The wsp gene sequence of the Wolbachia strain isolated from individual and pooled mosquitoes showed a 100 per cent homology with Wolbachia sp. of Ae. albopictus isolated from various geographical regions. Phylogenetic analysis based on wsp gene fragments showed that the isolates were clustered into groups A and B, respectively. Interpretation & conclusions: The results indicated that Wolbachia infection was widespread in Ae. albopictus population both in female and male Ae. albopictus. All the infected females were superinfected with both A and B strains while the infected males showed a combination of superinfection of A and B strains and single infection of B strain."
26470291,"Maize (Zea mays L.) and wheat (Triticum aestivum L.) are the most important cereal crops for the Argentinean economy and are affected by several diseases. Different planthopper species transmit causal agents of some of those diseases, including Mal de Río Cuarto virus, barley yellow striate mosaic virus, and the recently proposed maize yellow striate virus. Many planthopper species are sap feeders and therefore are expected to host bacteria providing essential nutrients lacking in the diet. Previous studies have evidenced that some of these bacterial symbionts are involved in the virus transmission. Wolbachia is a group of obligate intracellular bacteria infecting numerous arthropod species and causing reproductive alterations in their hosts. These bacteria have been detected in planthopper species, considered rice pests in various regions of the world. To date, Wolbachia infection status of planthopper species of Argentina is unknown. Amplification by PCR and sequencing of 16S rDNA, wsp- and ftsZ-specific genes demonstrated Wolbachia infection in Caenodelphax teapae (Fowler), Delphacodes kuscheli Fennah, Pyrophagus tigrinus Remes Lenicov & Varela, Tagosodes orizicolus (Muir), and Toya propinqua (Fieber). This is the first report of Wolbachia in delphacid vectors of viruses affecting maize and wheat. An understanding of the bacterial diversity harbored by these insect vectors could lead to new options for future management of diseases of economically important crops in a developing country."
26601456,"Summary Heartwater is a notifiable disease that is listed by the World Organisation for Animal Health. It is caused by Ehrlichia ruminantium, an obligately intracellular Gram-negative bacterium in the order Rickettsiales and the family Anaplasmataceae. The disease is borne byticks in the genus Amblyomma and causes heartwater, or cowdriosis, in wild and domestic ruminants, primarily in Africa, but also in parts of the Caribbean. The disease was recognised in South Africa in the 19th Century and determined to be tick borne in 1900, while the organism was identified in 1925 and first cultured in vitro in 1985. This latter achievement boosted research into the disease at a time when biology was moving into the molecular genetic age. Over the last 20 years, there have been significant improvements in our understanding of E. ruminantium, yielding major advances in diagnosis, epidemiology, genetic characterisation, phylogeny, immunology, and vaccine development. The organism is genetically highly variable; this has important implications for future control measures, and is making it difficult to develop an effective vaccine for protection against tick challenge. Research is continuing into three different types of vaccine, inactivated, attenuated, and recombinant, and the current state of development of each is discussed."
26601458,"Summary The genus Anaplasmais one of four distinct genera in the family Anaplasmataceae, which are obligate intracellular pathogens vectored by ticks and found exclusively within parasitophorous vacuoles in the host cell cytoplasm. The 2001 reclassification of the order Rickettsiales expanded the genus Anaplasma, which previously contained pathogens that were host specific for ruminants (A. marginale, A. centrale and A. bovis), by adding A. phagocytophilum, a unification of three organisms previously classified as Ehrlichia (E. equi, E. phagocytophila and the unnamed agent of human granulocytic ehrlichiosis). Also included in the genus Anaplasma were A. bovis (formerly E. bovis), A. platys (formerly E. platys) and Aegyptianella pullorum. Despite the genomic relatedness of the regrouped organisms, many aspects of their biology are diverse, including their host specificity, host cell preferences, major surface proteins (MSPs) and tick vectors. This review focuses on the two most important pathogens: A. marginale, which causes bovine anaplasmosis, and A. phagocytophilum, the aetiologic agent of tick-borne fever in sheep and human granulocytic anaplasmosis, an emerging tick-borne disease of humans. For both pathogens, strain diversity is much greater than previously recognised. While MSPs were found to be useful in phylogenetic studies and strain identification, highly conserved MSPs were found to affect the specificity of serologic tests. Comparison of these two important pathogens highlights the challenges and insight derived from reclassification and molecular analysis, both of which have implications for the development and evaluation of diagnosis and control strategies."
26601484,The distribution and variability of reproductive symbiotic Wolbachia pipientis bacteria were studied in seven native and six invasive H. axyridis populations. Wolbachia-infected individuals were found in two invasive and two native populations. We demonstrated for the first time an infection of invasive H. axyridis populations with Wolbachia. Two new molecular forms of Wolbachia were detected by a system of multilocus typing. The supergroup A Wolbachia was found for the first time in H. axyridis. The detected genotypic diversity of Wolbachia indicates repeated and independent infection events in the evolutionary past of H. axyridis.
26241853,"Bacterial diseases affecting scleractinian corals pose an enormous threat to the health of coral reefs, yet we still have a limited understanding of the bacteria associated with coral diseases. White band disease is a bacterial disease that affects the two Caribbean acroporid corals, the staghorn coral Acropora cervicornis and the elkhorn coral A. palmate. Species of Vibrio and Rickettsia have both been identified as putative WBD pathogens. Here we used Illumina 16S rRNA gene sequencing to profile the bacterial communities associated with healthy and diseased A. cervicornis collected from four field sites during two different years. We also exposed corals in tanks to diseased and healthy (control) homogenates to reduce some of the natural variation of field-collected coral bacterial communities. Using a combination of multivariate analyses, we identified community-level changes between diseased and healthy corals in both the field-collected and tank-exposed datasets. We then identified changes in the abundances of individual operational taxonomic units (OTUs) between diseased and healthy corals. By comparing the diseased and healthy-associated bacteria in field-collected and tank-exposed corals, we were able to identify 16 healthy-associated OTUs and 106 consistently disease-associated OTUs, which are good candidates for putative WBD pathogens. A large percentage of these disease-associated OTUs belonged to the order Flavobacteriales. In addition, two of the putative pathogens identified here belong to orders previously suggested as WBD pathogens: Vibronales and Rickettsiales."
26261776,"Scrub typhus infection is an important cause of acute undifferentiated fever in South East Asia. The clinical picture is characterized by sudden onset fever with chills and non-specific symptoms that include headache, myalgia, sweating and vomiting. The presence of an eschar, in about half the patients with proven scrub typhus infection and usually seen in the axilla, groin or inguinal region, is characteristic of scrub typhus. Common laboratory findings are elevated liver transaminases, thrombocytopenia and leukocytosis. About a third of patients admitted to hospital with scrub typhus infection have evidence of organ dysfunction that may include respiratory failure, circulatory shock, mild renal or hepatic dysfunction, central nervous system involvement or hematological abnormalities. Since the symptoms and signs are non-specific and resemble other tropical infections like malaria, enteric fever, dengue or leptospirosis, appropriate laboratory tests are necessary to confirm diagnosis. Serological assays are the mainstay of diagnosis as they are easy to perform; the reference test is the indirect immunofluorescence assay (IFA) for the detection of IgM antibodies. However in clinical practice, the enzyme-linked immuno-sorbent assay is done due to the ease of performing this test and a good sensitivity and sensitivity when compared with the IFA. Paired samples, obtained at least two weeks apart, demonstrating a ≥ 4 fold rise in titre, is necessary for confirmation of serologic diagnosis. The mainstay of treatment is the tetracycline group of antibiotics or chloramphenicol although macrolides are used alternatively. In mild cases, recovery is complete. In severe cases with multi-organ failure, mortality may be as high as 24%."
26051478,"Anaplasma species are obligate intracellular rickettsial pathogens that affect the health of humans and other animals. Clinical cases of anaplasmosis caused by Anaplasma phagocytophilum were evaluated, and the frequency of bovine Anaplasma species was determined in cattle. Blood samples and thin blood smears were collected from 10 cattle exhibiting clinical signs of tick-borne fever. In addition, blood samples were collected from 123 apparently healthy cattle from the same area. DNA was screened by reverse line blot assay for the presence of the hypervariable V1 region of the 16S rRNA gene of Anaplasma/Ehrlichia species. Intracytoplasmic inclusion bodies of A. phagocytophilum were observed in neutrophils of 6 sick animals. Parasitemia ranged from 0.2 to 1.6% in individual slides. Reverse line blot showed 45.1% (60/133) of the sampled cattle to be positive for one or more of five Anaplasma species. The frequency of single infections was 20.3% (27/133), while mixed infections were found in 24.8% (33/133) of samples with six different combinations of species and a maximum of four pathogens detected. A. phagocytophilum was the most prevalent (41/133, 30.8%) followed by Anaplasma marginale (25/133, 18.8%), Anaplasma centrale (24/133, 18%), Ehrlichia sp. strain Omatjenne (18/133, 13.5%) and Anaplasma bovis (1/133, 0.7%). This is the first report of A. bovis in a cow from Turkey. This is also the first report of clinical cases caused by A. phagocytophilum in cattle from the country. Therefore, A. phagocytophilum should be taken into account as differential diagnosis in cases of high fever and anorexia in pastured animals."
26244337,"Rickettsia parkeri is an emerging eschar-causing human pathogen in the spotted fever group of Rickettsia and is transmitted by the Gulf coast tick, Amblyomma maculatum. Tick saliva has been shown to alter both the cellular and humoral components of the innate and adaptive immune systems. However, the effect of this immunomodulation on Rickettsia transmission and pathology in an immunocompetent vertebrate host has not been fully examined. We hypothesize that, by modifying the host immune response, tick feeding enhances infection and pathology of pathogenic spotted fever group Rickettsia sp. In order to assess this interaction in vivo, a pilot study was conducted using five rhesus macaques that were divided into three groups. One group was intradermally inoculated with low passage R. parkeri (Portsmouth strain) alone (n = 2) and another group was inoculated during infestation by adult, R. parkeri-free A. maculatum (n = 2). The final macaque was infested with ticks alone (tick feeding control group). Blood, lymph node and skin biopsies were collected at several time points post-inoculation/infestation to assess pathology and quantify rickettsial DNA. As opposed to the tick-only animal, all Rickettsia-inoculated macaques developed inflammatory leukograms, elevated C-reactive protein concentrations, and elevated TH1 (interferon-γ, interleukin-15) and acute phase inflammatory cytokines (interleukin-6) post-inoculation, with greater neutrophilia and interleukin-6 concentrations in the tick plus R. parkeri group. While eschars formed at all R. parkeri inoculation sites, larger and slower healing eschars were observed in the tick feeding plus R. parkeri group. Furthermore, dissemination of R. parkeri to draining lymph nodes early in infection and increased persistence at the inoculation site were observed in the tick plus R. parkeri group. This study indicates that rhesus macaques can be used to model R. parkeri rickettsiosis, and suggests that immunomodulatory factors introduced during tick feeding may enhance the pathogenicity of spotted fever group Rickettsia."
26244782,"The maternally transmitted bacterium Wolbachia pipientis is well known for spreading and persisting in insect populations through manipulation of the fitness of its host. Here, we identify three new Wolbachia pipientis strains, wHho, wHho2 and wHho3, infecting Hyposoter horticola, a specialist wasp parasitoid of the Glanville fritillary butterfly. The wHho strain (ST435) infects about 50% of the individuals in the Åland islands in Finland, with a different infection rate in the two mitochondrial (COI) haplotypes of the wasp. The vertical transmission rate of Wolbachia is imperfect, and lower in the haplotype with lower infection rate, suggesting a fitness trade-off. We found no association of the wHho infection with fecundity, longevity or dispersal ability of the parasitoid host. However, preliminary results convey spatial associations between Wolbachia infection, host mitochondrial haplotype and parasitism of H. horticola by its hyperparasitoid, Mesochorus cf. stigmaticus. We discuss the possibility that Wolbachia infection protects H. horticola against hyperparasitism."
26252474,"Due to the absence of a perfect method for mosquito sex separation, the combination of the sterile insect technique and the incompatible insect technique is now being considered as a potentially effective method to control Aedes albopictus. In this present study first we examine the minimum pupal irradiation dose required to induce complete sterility in Wolbachia triple-infected (HC), double-infected (GUA) and uninfected (GT) female Ae. albopictus. The HC line is a candidate for Ae. albopictus population suppression programmes, but due to the risk of population replacement which characterizes this triple infected line, the individuals to be released need to be additionally irradiated. After determining the minimum irradiation dose required for complete female sterility, we test whether sterilization is sufficient to prevent invasion of the triple infection from the HC females into double-infected (GUA) populations. Our results indicate that irradiated Ae. albopictus HC, GUA and GT strain females have decreased fecundity and egg hatch rate when irradiated, inversely proportional to the dose, and the complete sterilization of females can be acquired by pupal irradiation with doses above 28 Gy. PCR-based analysis of F1 and F2 progeny indicate that the irradiated HC females, cannot spread the new Wolbachia wPip strain into a small cage GUA population, released at a 1:5 ratio. Considering the above results, we conclude that irradiation can be used to reduce the risk of population replacement caused by an unintentional release of Wolbachia triple-infected Ae. albopictus HC strain females during male release for population suppression."
26254486,"Coevolution between Drosophila and its endosymbiont Wolbachia pipientis has many intriguing aspects. For example, Drosophila ananassae hosts two forms of W. pipientis genomes: One being the infectious bacterial genome and the other integrated into the host nuclear genome. Here, we characterize the infectious and integrated genomes of W. pipientis infecting D. ananassae (wAna), by genome sequencing 15 strains of D. ananassae that have either the infectious or integrated wAna genomes. Results indicate evolutionarily stable maternal transmission for the infectious wAna genome suggesting a relatively long-term coevolution with its host. In contrast, the integrated wAna genome showed pseudogene-like characteristics accumulating many variants that are predicted to have deleterious effects if present in an infectious bacterial genome. Phylogenomic analysis of sequence variation together with genotyping by polymerase chain reaction of large structural variations indicated several wAna variants among the eight infectious wAna genomes. In contrast, only a single wAna variant was found among the seven integrated wAna genomes examined in lines from Africa, south Asia, and south Pacific islands suggesting that the integration occurred once from a single infectious wAna genome and then spread geographically. Further analysis revealed that for all D. ananassae we examined with the integrated wAna genomes, the majority of the integrated wAna genomic regions is represented in at least two copies suggesting a double integration or single integration followed by an integrated genome duplication. The possible evolutionary mechanism underlying the widespread geographical presence of the duplicate integration of the wAna genome is an intriguing question remaining to be answered."
